;Unnamed: 0;Исполнитель;Группа тем;Текст инцидента;Тема;num_ner;letter
528;18205;Министерство здравоохранения;Здравоохранение/Медицина;'Почему убрали зубной кабинет в Орле? Такой большой поселок оставили без врача? Вернее врач есть, но кабинета нет. Вчера записывались в поликлинике в Усолье, а сегодня приехала женщина из Усолья и опечатала кабинет.Сколько я себя помню, всегда был зубной в поселке, а сейчас не стало, передо мной и за мной сегодня очередь была, а как же люди должны лечить зубы? Просим оставить врача в Орле, ведь на дорогу надо уйму денег и талончик брать в поликлинике, а если не достанется?<br>[id554197244|Лена Мельникова];Нехватка или сокращение врачей и медицинских учреждений;5;"Здравствуйте, Министерство здравоохранения!

Я обращаюсь к вам от лица жителей поселка Орёл, которые столкнулись с проблемой отсутствия зубного кабинета. Мы были очень обеспокоены, узнав, что такой большой поселок остался без врача.

Мы понимаем, что ситуация может быть связана с нехваткой или сокращением врачей и медицинских учреждений. Но мы требуем принять меры для устранения этой проблемы.

Мы просим вас предоставить нам план действий, который поможет решить эту проблему. Мы хотим, чтобы в нашем поселке был зубной кабинет, где мы сможем получать качественную стоматологическую помощь.

Мы надеемся на ваше понимание и поддержку в решении этой проблемы. Спасибо за внимание."
529;18237;Лысьвенский городской округ;Благоустройство;'Темнота-друг человека! Но не для пенсионеров, а это наверное 60 процентов жителей села Новорождественское. Здравствуйте! Пишет вам бывшая жительница этого села. Решила на неделе съездить в гости к маме. Но ужас! Вечером по всем улицам горит один единственный фонарь. Ни чего не изменилось))) У меня и у других вопрос. Почему в соседних деревнях Шавка, В-Култым, Канабеки нет проблем с освещением и фонари горят некоторые круглосуточно, а вот в Новорождественске с этим беда🤔;★ Неисправные фонари освещения;5;Добрый день! Я обращаюсь к Вам от имени модератора с просьбой решить проблему освещения в селе Новорождественское. Как указано в письме, вечером на всех улицах горит только один фонарь, что создает неудобства для жителей. Мы просим предоставить план устранения этой проблемы.
530;18267;ИГЖН ПК;ЖКХ;"'Управляющая компания ООО «Набережная — Точка.Дом» она же ООО «Набережная» директор Суставов Михаил Александрович. Пускали тепло, дверь в подвал забыли закрыть, решил посмотреть что там. Теперь понятно откуда дома куча комаров.<br>Березники, Управляющая компания ООО ""Набережная"", 17.09.2022. Течёт канализация, комары.";★ Затопление подъездов, подвальных помещений;6;Здравствуйте, уважаемые представители организации ООО «Набережная — Точка.Дом», также известной как ООО «Набережная». Мы обращаемся к вам в связи с проблемой, которая возникла в вашем доме. Кратко, суть проблемы заключается в том, что в подъездах и подвальных помещениях происходит затопление. Это создает неудобства для жильцов и может привести к серьезным последствиям, таким как появление комаров и нарушение санитарных условий. Мы требуем незамедлительного устранения этой проблемы. Просим предоставить план действий по устранению затопления и обеспечению безопасности жильцов. Спасибо за внимание и оперативное решение данной проблемы.
531;18283;АО ПРО ТКО;Мусор/Свалки/ТКО;'Добрый день ,я являюсь председателем СНТ Кировский район ,там за долго до организации Теплонерго ,мусор вывозили ,заключив договор с Юкомом ,теперь заключили договор как положено ,платим по счетам ,но оператор объявил ,что со следующего года к нам машина ездить не будет ,т к нет контейнерной площадки зарегистрированной в реестре ,на территории СНТ места для установки нет ,за пределами ,лес ,,;★ Отсутствие контейнерной площадки/Проезд к контейнерной площадке;5;"Уважаемые представители АО ""ПРО ТКО"",

Согласно представленному тексту, на территории СНТ ""Кировский район"" отсутствует зарегистрированная контейнерная площадка, что создает препятствия для вывоза мусора. Мы обращаемся к вам с просьбой предоставить план устранения данной проблемы.

Пожалуйста, уделите внимание этому вопросу и предоставьте нам информацию о том, какие меры будут предприняты для решения данной проблемы. Мы ожидаем, что ваша организация примет все необходимые меры для обеспечения своевременного вывоза мусора на территории СНТ ""Кировский район"".

С уважением,
[Имя модератора]"
532;18369;Министерство социального развития ПК;Социальное обслуживание и защита;'[club158336361|Министерство социального развития Пермского края], хочу написать Вам,телефон,который Вы мне дали по соцвыплатам: 88003028389 временно не зарегистрирован..Телефон 129,который в скобках указан: 88001008305 мне ничем не помог,ну как и в январе 2021года,когда я обращалась в трудной жизненной ситуации..Абсолютно с прохладным и равнодушным голосом говорит женщина..Я спрашиваю: идет запись разговора..ответ: понятия не имею..Вообще одно безразличие!!! Сайты Ваши не работают,сотрудник мог и через пять дней только ответить..Вы ответили,что обращений много,значит работа территор.отделов вообще не ведётся.. Ни одного положительного отзыва сколько читаю комментарии я не встретила..То,что я Вам писала,Вы даже суть не понимали..Я сейчас перечитала: все ясно..все понятно..Ответили мне сегодня,что выплата была 8апреля!!! А завтра 1июля!!! Прошло 3 месяца,мне кто платить то будет!!! Ни работы,ни помощи,а я всем рассказывала о своей ситуации,что еще надо штраф заплатить,потом обжаловать..И на 10июня осталась с суммой в 5500тыс.рублей..Это как выживать,когда еще и работы нет..Вот Вы какую адресную помощь оказываете!!! Завтра позвоню на тел.273.73.01.пусть понимают,что за помощью и разъяснениями пришлось обращаться в Админ.Президента!!! И еще мне пишут,что с вами на связи соцучастковый..Вы предыдущие то мои комментарии читали??? Судя по всему нет..Если даже вопрос задала,почему со мной никто не связался,Вы это и не учли!!! А я вопрос задавала 28июня!!! А сейчас 30июня!!!.Один негатив только остается от бездействия,халатности и не соответствующих ответов! Реально только позор такой работе,где еще пишут о том,что не они для меня сделали!!! Мне все говорят и пишут,мы вам жилье сделали!! Не надо на себя ярлыки приклеивать!!! Это я писала М.Г.Решетникову в Москву,от перенаправил мое обращение в Пермь..и сейчас,то,что я еще живу в маневренном.фонде,это опять моя заслуга,потому что в конце года писала также в Адм.Президента..Где Вы то были,снова повторюсь???? И допустить,что я снова написала это Ваши упущения!!! Я говорила,что понадобиться,буду писать..Всем было безразлично..Вот и буду ждать помощь помимо края,только плюсом это Вам не делается!!!;Задержка выплат гражданам;7;"Здравствуйте, Министерство социального развития Пермского края!

Хотел бы обратить Ваше внимание на проблему, связанную с задержкой выплат гражданам. Один из таких случаев описан в письме, которое Вы получили от пользователя с ником [club158336361]. В этом письме пользователь описывает свою ситуацию, связанную с получением социальных выплат. Он указывает, что телефон, который ему был дан для связи с Вашей организацией, временно не зарегистрирован. Также он упоминает, что другой телефон, который был ему предоставлен ранее, тоже не оказал должной помощи. Пользователь также отмечает, что сайты Вашей организации не работают, и сотрудники не всегда отвечают на обращения.

Прошу Вас предоставить план действий для устранения данной проблемы. Кроме того, хотелось бы узнать, почему так происходит и какие меры принимаются для предотвращения подобных ситуаций в будущем.

Буду благодарен за оперативный ответ."
533;18396;АО ПРО ТКО;Мусор/Свалки/ТКО;"'Садоводство за прудом на свои членские взносы установили 3 контейнерные площадки под мусор. Отдел ЖКХ администрации округа выдал три контейнера. График вывоза мусора ввели в реестр "" теплоэнерго"" ,перевозчик УК комфорт. Сейчас мусор переполнил площадки и частично лежит на дороге,по которой ходит рейсовый автобус. В садоводстве 700 земельных участков,но садовые домики не зарегистрированы,в них никто не проживает. Все садоводы прописаны и проживают в многоквартирных домах и они платят по квитанциям за ТБО. Решением общего собрания садоводов 25 июня2022 года протокол 1 постановили провести субботник на берегу пруда и в зелёной зоне. Кто вывезет мусор? Нам нужны ещё 5 контейнеров. Что думает комитет по экологии? Какие решения вынесет теплоэнерго г пермь? Где помощь отдела ЖКХ администрации округа? По закону ,если площадки внесли в реестр ,то вывозить должна УК по утверждённому графику. Оплата 80 рублей в месяц, за период 5 месяцев оплата 400 рублей. Тогда будет порядок во всех садоводствах и в зелёной зоне округа. Председатель сада за прудом Голубцова Людмила.";★ Уборка/Вывоз мусора;5;"Здравствуйте, АО ""ПРО ТКО""!

Я обращаюсь к вам от имени модератора с просьбой решить проблему, которая возникла в садоводстве за прудом. Как я понимаю, в садоводстве установлены контейнерные площадки для сбора мусора, однако они переполнены и частично лежат на дороге, что создает опасность для жителей. Также, как указано в тексте, часть садоводов не проживает в садовых домиках, но оплачивает членские взносы.

Мы требуем принять меры по устранению этой проблемы. Необходимо разработать план действий, который включает в себя регулярный вывоз мусора и установку дополнительных контейнерных площадок, если это необходимо. Мы также просим обратить внимание на то, чтобы оплата за услуги была справедливой и соответствовала объему работы.

Будем благодарны, если вы примете наше предложение и поможете решить эту проблему.

С уважением,
[Имя модератора]"
534;18401;Город Пермь;Благоустройство;'Мы ходим поздравить своих родителей на кладбище, воевали отец и мать на Ленинградском фронте. На Запрудском кладбище похоронено много ветеранов ВОВ и афганцы, домой пришли все расстроены. 2 года просим убрать свалку со стороны Висима, старые деревья не убирают и они падают прямо на могилы, о чем думает администрация Перми и администрация Мотовилихи, читала в интернете речь МЭРа, как он горячо говорил, клялся, а что на деле , похоронили и забыли, господин Демкин пожалуйста дайте распоряжение, чтобы привели кладбище в порядок, если нет денег собирите с родственников, им с деревьями не справиться .;Уборка территорий;7;"Уважаемые представители администрации города Пермь!

Я обращаюсь к вам от имени всех жителей нашего города, которые обеспокоены состоянием Запрудского кладбища. Мы хотим обратить ваше внимание на проблему, которая уже длится два года.

На территории кладбища расположена свалка старых деревьев, которые падают прямо на могилы ветеранов Великой Отечественной войны и афганцев. Это создает опасность для жизни и здоровья людей, посещающих кладбище. Мы требуем принять меры по устранению этой проблемы.

Просим вас разработать план действий по уборке территории кладбища и провести работы по удалению старых деревьев. Если средств на это нет, мы готовы собрать деньги среди жителей города и обратиться за помощью к другим организациям.

Мы надеемся на вашу оперативность и готовность решить эту проблему. Спасибо за внимание к нашим обращениям."
535;18418;Министерство здравоохранения;Здравоохранение/Медицина;'Здравствуйте!Прошу помочь, так, как вы всегда откликаетесь на просьбы граждан!Моя жена и дочка 6 месяцев лежат в больнице ГБУЗ ПК ГДП номер 3, адрес: г.Пермь, ул. Бушмакина, 19 в инфекционном отделении, палата 317 в больницу поступили 30.04.2022г и на сегодняшний день диагноз, так и не определён и нет готовности анализов, которые могут определить диагноз, так как майские праздники врачи заходят на осмотр только утром и не отвечают на вопросы по поводу ребёнка. У моей дочки вышла сыпь, поднимается температура, болит животик из за инфекции, очень мало кушает и ребёнок находится без сил!Прошу вас принять меры и помочь ребёнку!<br>Козлова Анастасия Владимировна 22.10.2021г. мама Козлова Мария Алексеевна!;Ошибки врачей, халатность;6;"Здравствуйте, Министерство здравоохранения!

Я обращаюсь к вам от имени Анастасии Козловой, матери Марии Козловой, которая находится в ГБУЗ ПК ГДП №3 в Перми с диагнозом, который до сих пор не определен. Ее дочь, Мария Козлова, также находится в этой же больнице уже шесть месяцев. У Марии появились симптомы, такие как сыпь, повышенная температура, боли в животе и она почти ничего не ест. Я требую, чтобы вам приняли меры и помогли ребенку как можно скорее.

Я надеюсь, что вы примете это обращение во внимание и предпримете необходимые шаги для решения этой проблемы."
536;18425;Город Пермь;Дороги;'Так три колеи на Осипенко от Пионерской до Компроса, сама Пионерская такая же, ул.Седова снег на обочине в метр шириной. Парковки не чищены от слова Совсем. Ответственных за этот бардак - мордами в сугробы, иначе не поймут;★ Нарушение правил очистки дорог от снега и наледи/Обращения о необходимости очистить тротуар от снега и наледи;5;"Уважаемые представители организации ""Город Пермь"",

Я обращаюсь к вам с просьбой решить проблему, которая возникла на улице Осипенко в районе Пионерской и Компроса. Как я понимаю, на этих улицах есть три колеи, которые затрудняют движение для пешеходов и автомобилистов. Кроме того, на обочинах улиц Седова и Осипенко лежит снег, который не убирается. Это создает опасность для всех участников дорожного движения.

Я требую, чтобы ответственные лица приняли меры по устранению этой проблемы. Необходимо провести очистку дорог от снега и наледи, а также обеспечить своевременную уборку обочин.

Прошу вас принять моё обращение во внимание и предпринять необходимые шаги для решения данной проблемы.

С уважением,
[Ваше имя]"
537;18446;Город Пермь;Дороги;'[club57433185|Пермь Первая], о дороге, которая напрямую шла бы на Гайву из соснового бора с дороги Дружбы через луга поверх ж/д ветки, ведущей на завод Камкабель, и выходила бы на улицу Толбухина или Вильямса. Она была на генплане города. Говорили, что это для нее оставлено место между домами Кабельщиков, 10 и Кабельщиков, 17.;Ремонт дороги;5;Здравствуйте! Я обращаюсь к вам от имени модератора с просьбой предоставить информацию о проблеме, связанной с ремонтом дороги, описанной в тексте. Кратко, речь идет о дороге, которая проходит через сосновый бор, ж/д ветку, луга и выходит на улицы Толбухина или Вильямса. Эта дорога была отмечена на генплане города Перми и предположительно предназначена для строительства. Однако, как указано в тексте, она не была полностью отремонтирована. Требуется план устранения данной проблемы. Будем благодарны за любую информацию и помощь в решении данного вопроса.
538;18455;Бардымский муниципальный округ Пермского края;Дороги;'Добрый вечер! Тогда необходимо внести изменения в план развития транспортной инфраструктуры Бардымского района, сделать заявку в региональный Минтранс на асфальтирование дороги до села Сараши и защитить финансирование объекта на ближайшие 2023-2025 года.Дорога в ужасном состоянии и требует срочного капитального ремонта. По причине плохого состояния дороги и недостаточного финансирования АТП до с.Сараши не осуществляется автобусное сообщение, что нарушает права жителей с.Сараши, гарантированные федеральными законами и Конституцией РФ. Инициативная группа жителей с.Сараши предлагает Вам серьезно озаботиться вышеозвученной проблемой, которая долгие годы не решается.;Ремонт дороги;6;"Уважаемые представители Бардымского муниципального округа Пермского края!

Согласно представленному тексту, в районе Бардымской области требуется внести изменения в план развития транспортной инфраструктуры. Особое внимание следует уделить дороге до села Сараши, которая находится в ужасном состоянии и требует срочного капитального ремонта. Это приводит к нарушению прав жителей с.Сараши, гарантированных федеральными законами и Конституцией РФ.

Инициативная группа жителей с.Сараши обращается к вам с просьбой серьезно заняться данной проблемой, которая не решается уже долгое время. Требуется незамедлительное принятие мер для устранения проблемы и обеспечения нормального автобусного сообщения между с.Сараши и другими населенными пунктами.

Просим вас принять необходимые меры для решения данной проблемы и предоставить информацию о плане устранения проблемы."
539;18651;АО ПРО ТКО;Мусор/Свалки/ТКО;'Старый собственник Соларева Анжелика Юрьевна, Новый собственник Кирсанова Нина Михайловна, адрес г Добрянка, рп Полазна, ул. Красногвардейская д 54;Плата за вывоз ТКО;5;"Здравствуйте, АО ""ПРО ТКО""!

Я обращаюсь к вам от имени модератора с просьбой решить проблему, которая возникла у жителей дома №54 по улице Красногвардейской в городе Добрянка, Пермского края.

Как стало известно, у предыдущего владельца квартиры, Анжелики Юрьевны Соларевой, была заключена сделка о продаже квартиры с новым владельцем, Ниной Михайловной Кирсановой. Однако, после продажи квартиры, жители дома столкнулись с проблемой неправильного начисления платы за вывоз ТКО (твердых коммунальных отходов).

Жители утверждают, что им начисляют плату за вывоз ТКО, несмотря на то, что они не имеют договоров с вашей организацией и не согласны с этими платежами. Они просили вас предоставить план устранения этой проблемы.

Мы надеемся, что вы примете меры для решения этой проблемы и предоставите жителям необходимые документы и информацию о правилах начисления платы за вывоз ТКО.

С уважением,
[Ваше имя]"
540;18737;Бардымский муниципальный округ Пермского края;Дороги;'[club143106820|Пермский край], интересно, это со снегом в Барде и Бардымском районе и, а какова ситуация в Ордынском районе и Орде? Кунгуре? Кудымкаре? И,дальше по ряду...;★ Нарушение правил очистки дорог от снега и наледи/Обращения о необходимости очистить тротуар от снега и наледи;7;Здравствуйте! Я обращаюсь к вам от имени модератора с просьбой решить проблему, описанную в вашем сообщении. В нем говорится о необходимости очистки дорог от снега и наледи в различных районах Пермского края, таких как Барда, Ордынский район, Кунгур, Кудымкар и другие. Мы призываем вас принять меры для устранения этой проблемы и предоставить план действий. Просим вас обратить внимание на эту ситуацию и принять необходимые меры для обеспечения безопасности граждан. Спасибо за ваше внимание к этому вопросу.
541;18739;Министерство здравоохранения;Здравоохранение/Медицина;'[club171875648|Министерство здравоохранения Пермского края], добрый день. Появилась информация что в Верхнечусовских городках кабинет Флюорографии не будет работать до 5 февраля.<br>Почему так произошло? Неужели людям чтоб сделать флюрографию необходимо будет ехать в Чусовой или Пермь за 60 км?<br>Вы сможете подтвердить данную информацию?<br>Неужели в таких случаях Министерство здравоохранения ничего не может сделать?;★ Оказание медицинской помощи не в полном объеме/отказ в оказании медицинской помощи;7;"Здравствуйте!

Я обращаюсь к вам от имени пользователя, который задал вопрос о работе кабинета флюорографии в Верхнечусовских городках. Он интересуется, почему так произошло и нужно ли людям ездить за 60 км для прохождения обследования.

Пользователь также задает вопрос о том, может ли Министерство здравоохранения что-то сделать в данной ситуации.

Прошу вас предоставить информацию о причинах отказа в работе кабинета флюорографии и о плане устранения этой проблемы."
542;18797;ИГЖН ПК;ЖКХ;'Добрый день. Моя бабушка (Вершинина Галина Ильинична) проживает в п. Карьер-Известняк, ул. Гоголя, д. 10. В конце февраля снег со льдом упал с крыши разбил 2 стекла балкона моих бабушки и дедушки. Произошло это по причине того, что своевременно не очищалась крыша. Лед со снегом свисали с крыши. Бабушка неоднократно звонила в УК с этой проблемой, но снег не счищали. В итоге сотрудники прибывшие на чистку снега неграмотно произвели работу, в результате которой, были сломаны 2 стекла балкона (фото имеются). Согласно п.10 Правил содержания имущества в многоквартирном доме, говорится что общее имущество должно содержаться в состоянии, обеспечивающим соблюдение характеристики надежности и безопасности многоквартирного дома, безопасность для жизни и здоровья граждан, сохранность имущества физических лиц и тд. Поэтому при повреждении козырьков балконов, остекления управляющая компания так же за свой счет обязана отремонтировать балкон. На основании этой информации, просим возместить расходы на ремонт балкона мои бабушки и дедушки. От УК нет никаких ответов, отвечать за этой никто не хочет. Лишь однажды приходила мастер сфотографировала и ушла, далее ничего не последовало. Просим принять наше заявление и возместить расходы. Контактный телефон бабушки 89129806772 - Галина;Жалобы на управляющие компании;5;"Здравствуйте, ИГЖН ПК!

Я обращаюсь к вам от имени Галины Вершининой, которая проживает в п. Карьер-Известняк, ул. Гоголя, д. 10. Она сообщает о том, что в конце февраля снег со льдом упал с крыши и разбил 2 стекла балкона ее и ее супруга. Это произошло из-за несвоевременной очистки крыши. Сотрудники, которые прибыли на чистку снега, неграмотно произвели работу, в результате чего произошли повреждения. Согласно п.10 Правил содержания имущества в многоквартирном доме, управляющая компания обязана ремонтировать поврежденное имущество.

На основании этой информации, мы требуем возместить расходы на ремонт балкона. Мы не получаем ответа от вашей организации и просим вас принять наше заявление и возместить ущерб.

Контактный номер телефона Галины Вершининой — 89129806772.

С уважением,
[Ваше имя]"
543;18814;Министерство здравоохранения;Здравоохранение/Медицина;'Добрый вечер, меня зовут Лукина Ирина Павловна, я проживаю в городе Кудымкар,, и сегодня 01.07. 2022 г я была вынуждена обратиться на приём к ЛОР доктору Ирине Алексеевна. Приём начался 11.30. Мы с ребенком сыном Лукином Иваном Сергеевисечюм 06. 09.2020 года рождения. Заняли живую очередь к ЛОР доктору, но нам в приёме было отказано, т. к доктор принимает по направлениям, а записи нет на месяц. Мой сын очень храпит, тяжело дышит, и доктор отказался посмотреть, сказал что храп это не показатель для приёма без направления по живой очереди. У меня вопрос к Министерство Здравоохранения Пермского края, как мне быть? Может ребёнок в носик что то засунул, или ещё что?;Технические проблемы с записью на прием к врачу;10;"Добрый день! Я обращаюсь к Вам от имени Лукиной Ирины Павловны, которая проживает в городе Кудымкар. Она столкнулась с проблемой записи на прием к ЛОР доктору Ирине Алексеевне. Сегодня, 01.07.2022 г., она пришла на прием вместе со своим сыном Лукиным Иваном Сергеевичем, который родился 06.09.2020 года. Они заняли живую очередь, однако им было отказано в приеме, так как врач принимает только по направлению, а записи на месяц уже нет. Сын Лукиной Ирины Павловны храпит и тяжело дышит, но врач отказался посмотреть его, сказав, что храп не является показателем для приема без направления. Лукиная Ирина Павловна интересуется, как ей быть и возможно ли, что ребенок засунул что-то в нос. 

Я прошу Вас предоставить план устранения данной проблемы."
544;18845;Министерство здравоохранения;Здравоохранение/Медицина;'Доброго Всем дня,у Нас возникла такая ситуация.Находясь в отпуске в г.Кунгур,пришлось обратится к кожному врачу,так как у жены появилась небольшая сыпь,может загар или еще что то,решили не рисковать так как маленький ребенок лучше перестраховаться.Но лучше было и не обращаться,столкнулись с таким хамством что просто и не опишешь.29.07.2022г приехали к 8.00.к врачу,очереди не было,жена зашла к ней в кабинет,а дальше сидя в коридоре я сам услышал как выражается врач,самое скромное это че приперлись без записи,ходят тут по 30 человек типа клянчат примите,жена вышла со слезами хотя она у меня стрессоустойчивая,так как работает с людьми,да и мне все это напомнило ОЧЕРЕДИ ЗА СПИРТНЫМ ПО ТАЛОНАМ В КОНЦЕ 80 Х ГОДОВ.Все описывать не хочу,хочется узнать кто то еще сталкивался с этой врачом если так можно назвать.Сейчас хотим подать официальный запрос в Краевой минздрав,паралельно в Федеральный,да и глав врачу г.Кунгур наверно будут вопросы по поведению подчиненных.Так себя вести явно человек потерял всякий страх и мы наверно не первые и не последние.;Хамство медицинских работников;5;"Уважаемые представители Министерства здравоохранения!

Я обращаюсь к вам от имени всех тех, кто столкнулся с хамством медицинских работников. Это проблема, которая требует немедленного решения.

В частности, я хотел бы поделиться с вами случаем, произошедшим 29 июля 2022 года в городе Кунгур. Пациенты, которые обратились к врачу, столкнулись с грубым отношением и неуважением со стороны медицинского персонала. Они были вынуждены ждать в очереди более часа, несмотря на отсутствие предварительной записи. Один из пациентов даже покинул кабинет врача в слезах.

Мы требуем принять меры для устранения этой проблемы. Необходимо провести обучение медицинского персонала по этике и профессиональным навыкам общения с пациентами. Также необходимо разработать строгие правила и процедуры для предотвращения подобных ситуаций в будущем.

Мы надеемся, что вы примете наши требования во внимание и предпримете необходимые шаги для решения этой проблемы.

С уважением,
[Ваше имя]"
545;18881;Министерство здравоохранения;Здравоохранение/Медицина;'Добрый день! Помогите, пожалуйста, решить проблему. Мою мать (Мялицыну Екатерину Демьяновну 23.07.58 г.р. ) увезли на скорой в МСЧ № 11 С.Н. Гринберга, по адресу. Г. Пермь. Ул. Ардатовская 40. Отделение «Урологии» ​ Дали номер Урологии 283-17-31, сказали звонить на этот номер до 16.00. С понедельника по четверг я звоню каждые 5-10 минут. Трубки никто не берет. Приехала в регистратуру сказали передадут, чтобы кто-нибудь спустился. Но никто не вышел, передали через мою маму: «Чтобы я не ждала - никто не спустится». Еще узнается, что номер этот не работает полгода, стала звонить на номер заведующего отделения 2831727, та же ситуация. Внятного ответа от матери по диагнозу получить не могу. Узнать диагноз, дальнейшее лечение я не могу. С уважением, Марина Валерьевна, тел. 89125940139.;★ Оказание медицинской помощи не в полном объеме/отказ в оказании медицинской помощи;6;"Здравствуйте, Министерство здравоохранения!

Я обращаюсь к вам от имени Марины Валерьевны, которая столкнулась с проблемой получения необходимой медицинской помощи для своей матери, Екатерины Демьяновны Мялицыной.

Марина Валерьевна сообщила мне, что её мать была доставлена на скорой в МСЧ № 11 С.Н. Гринберга по адресу: г. Пермь, ул. Ардатовская 40, отделение «Урологии». Она дала номер Урологии 283-17-31 и сказала звонить на этот номер до 16.00. Однако, после нескольких попыток связаться с отделением, Марина Валерьевна так и не получила ответов на свои звонки.

Также Марина Валерьевна узнала, что номер Урологии 283-17-31 не работает уже полгода. Она попыталась обратиться к заведующему отделения по номеру 2831727, но и там не получила должного внимания.

Марина Валерьевна очень обеспокоена тем, что она не может узнать диагноз и дальнейшее лечение своей матери. Она просит вас предоставить план устранения этой проблемы.

Мы надеемся на вашу помощь в решении этого вопроса. Если возможно, пожалуйста, свяжитесь с Мариной Валерьевной и сообщите ей о дальнейших действиях.

С уважением,
[Ваше имя]"
